City_ID,City,Country,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed
342,Villa Del Rosario,CO,7.8339,-72.4742,scattered clouds,84.58,58,40,9.22
343,Puerto Ayacucho,VE,5.6639,-67.6236,overcast clouds,91.18,63,99,4.21
344,Coquimbo,CL,-29.9533,-71.3436,few clouds,67.73,59,20,13.8
345,Bilma,NE,18.6853,12.9164,clear sky,72.52,15,7,7.52
346,Morro Bay,US,35.3658,-120.8499,clear sky,89.24,39,0,1.99
347,Mahuta,TZ,-10.8667,39.45,scattered clouds,68.41,95,36,4.07
348,Nouadhibou,MR,20.931,-17.0347,scattered clouds,67.98,52,46,17.27
349,Fukue,JP,32.6881,128.8419,overcast clouds,47.97,63,87,18.57
350,Dawlatabad,AF,36.4141,64.9053,few clouds,57.15,33,13,1.48
351,Saldanha,ZA,-33.0117,17.9442,overcast clouds,60.85,79,100,22.24
352,Qaqortoq,GL,60.7167,-46.0333,snow,33.24,98,100,27.42
353,Fairbanks,US,64.8378,-147.7164,light snow,-1.91,78,90,0.0
354,Panzhihua,CN,26.5851,101.7128,broken clouds,48.13,90,81,1.41
355,Axim,GH,4.8699,-2.2405,broken clouds,79.88,82,51,6.33
356,Kilindoni,TZ,-7.9139,39.6668,scattered clouds,80.94,75,37,9.55
357,Avera,US,33.194,-82.5271,clear sky,70.48,38,3,9.01
358,Morant Bay,JM,17.8815,-76.4093,scattered clouds,85.62,73,31,12.88
359,Yuxia,CN,34.0615,108.6291,scattered clouds,30.81,50,48,5.32
360,Nenjiang,CN,49.1833,125.2167,light snow,15.33,96,100,4.18
361,Genhe,CN,50.7833,121.5167,overcast clouds,7.75,98,100,3.74
362,Panji,ID,-7.7253,114.0995,overcast clouds,75.81,88,100,3.29
363,Tiksi,RU,71.6872,128.8694,broken clouds,-27.38,99,81,5.48
364,Otjimbingwe,NA,-22.35,16.1333,overcast clouds,74.39,25,87,5.64
365,Popondetta,PG,-8.7537,148.2534,overcast clouds,79.05,80,100,1.92
366,Camana,PE,-16.6228,-72.7111,overcast clouds,69.49,70,97,5.95
367,Broome,US,42.2506,-75.833,clear sky,40.6,59,1,1.01
368,Lagoa,PT,39.05,-27.9833,few clouds,62.69,85,23,12.55
369,Severodvinsk,RU,64.5635,39.8302,light snow,14.11,94,100,5.66
370,Khatanga,RU,71.9667,102.5,overcast clouds,-37.3,100,98,1.66
371,Vila Franca Do Campo,PT,37.7167,-25.4333,clear sky,64.2,85,5,7.47
372,Bandarbeyla,SO,9.4942,50.8122,clear sky,77.0,59,0,17.94
373,Harnosand,SE,62.6323,17.9379,overcast clouds,17.01,88,98,6.13
374,Badiraguato,MX,25.3667,-107.5167,overcast clouds,90.7,28,89,4.54
375,Beni Mazar,EG,28.4962,30.8029,overcast clouds,62.13,61,100,12.91
376,Pangai,TO,-19.8,-174.35,light rain,75.31,83,90,13.8
377,Ambulu,ID,-8.345,113.6058,overcast clouds,75.81,88,100,2.33
378,Havoysund,NO,70.9963,24.6622,overcast clouds,34.03,62,100,31.47
379,Bella Union,UY,-30.2752,-57.6007,overcast clouds,82.54,34,97,7.61
380,Namatanai,PG,-3.6667,152.4333,broken clouds,81.84,75,77,5.48
381,Lompoc,US,34.6391,-120.4579,clear sky,89.1,32,1,6.91
382,Atbasar,KZ,51.8,68.3333,light snow,29.75,76,100,13.76
383,Passagem Franca,BR,-6.1797,-43.7836,overcast clouds,82.17,53,95,3.24
384,Sovetskiy,RU,61.3614,63.5842,snow,32.02,99,100,8.86
385,Xining,CN,36.6167,101.7667,clear sky,19.67,58,0,3.58
386,Juneau,US,58.3019,-134.4197,light rain,37.85,96,90,13.8
387,Minab,IR,27.1467,57.0801,clear sky,63.9,57,0,3.47
388,Raahe,FI,64.6833,24.4833,light snow,20.01,80,100,6.42
389,Leningradskiy,RU,69.3833,178.4167,broken clouds,-23.55,94,56,6.87
390,Khandyga,RU,62.6667,135.6,few clouds,-35.21,97,14,2.3
391,Maceio,BR,-9.6658,-35.7353,clear sky,85.44,61,0,12.66
392,Hammerfest,NO,70.6634,23.6821,light shower snow,30.65,80,75,31.07
393,Bambanglipuro,ID,-7.95,110.2833,overcast clouds,76.98,87,100,4.27
394,Klaksvik,FO,62.2266,-6.589,overcast clouds,32.92,56,100,33.87
395,Winnemucca,US,40.973,-117.7357,clear sky,54.1,37,1,0.0
396,Samana,DO,19.2056,-69.3369,scattered clouds,84.42,79,40,6.91
397,Jiexiu,CN,37.0244,111.9125,clear sky,32.5,32,0,9.37
398,Kijang,KR,35.2442,129.2139,clear sky,29.93,49,0,6.04
399,Wanning,CN,18.8003,110.3967,overcast clouds,64.89,66,100,10.63
400,Geraldton,AU,-28.7667,114.6,clear sky,59.41,82,0,11.5
401,Basco,PH,20.4487,121.9702,overcast clouds,71.65,70,96,27.98
402,Namibe,AO,-15.1961,12.1522,overcast clouds,70.3,78,98,0.89
403,Naron,ES,43.5167,-8.1528,overcast clouds,54.59,82,100,14.92
404,Adrar,MR,20.5022,-10.0711,overcast clouds,71.53,11,99,10.09
405,Corn Island,NI,12.1694,-83.0418,overcast clouds,80.8,80,98,16.13
406,Henties Bay,NA,-22.116,14.2845,clear sky,60.85,89,0,9.22
407,Gizo,SB,-8.103,156.8419,light rain,83.43,74,100,7.43
408,Saint-Pierre,RE,-21.3393,55.4781,few clouds,73.08,69,20,4.61
409,Shelekhov,RU,52.2139,104.1,light snow,26.98,92,100,5.68
410,Poum,NC,-20.2333,164.0167,few clouds,81.54,76,14,12.68
411,Palana,RU,59.1167,159.9667,light snow,17.2,88,100,12.21
412,Papenburg,DE,53.0667,7.4,overcast clouds,42.31,85,100,14.0
413,Guarapari,BR,-20.6667,-40.4975,few clouds,80.49,94,13,1.61
414,Abbeville,FR,50.1,1.8333,light rain,44.56,89,95,7.45
415,Puerto Narino,CO,-3.7703,-70.3831,overcast clouds,89.55,97,100,3.31
416,Arlit,NE,18.7369,7.3853,overcast clouds,73.71,16,100,8.32
417,Hauge,NO,58.3436,6.2812,broken clouds,30.58,57,74,4.97
418,Batagay-Alyta,RU,67.8006,130.4114,scattered clouds,-38.67,97,37,4.21
419,Tezu,IN,27.9167,96.1667,overcast clouds,63.09,51,97,3.83
420,Shanghai,CN,31.2222,121.4581,clear sky,41.94,53,0,6.71
421,Bud,US,39.447,-86.1758,broken clouds,48.29,96,80,6.24
422,Dalvik,IS,65.9702,-18.5286,overcast clouds,13.93,85,99,10.76
423,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,few clouds,57.07,87,14,5.82
424,Robore,BO,-18.3333,-59.75,overcast clouds,86.4,62,90,4.94
425,Shingu,JP,33.7333,135.9833,clear sky,39.94,71,4,5.93
426,Dunedin,NZ,-45.8742,170.5036,broken clouds,60.01,79,53,11.12
427,Kholodnyy,RU,62.7167,147.95,overcast clouds,-44.64,100,96,6.04
428,Darovskoy,RU,58.77,47.9564,overcast clouds,25.0,88,97,8.48
429,Vanderhoof,CA,54.0166,-124.0198,overcast clouds,40.05,81,100,3.36
430,Solnechnyy,RU,50.7214,136.6319,overcast clouds,11.64,79,100,16.53
431,Necochea,AR,-38.5473,-58.7368,clear sky,79.03,34,0,11.25
432,Muros,ES,42.7762,-9.0603,overcast clouds,53.83,94,100,14.99
433,Midland,US,31.9974,-102.0779,clear sky,79.47,14,1,3.44
434,Beira,MZ,-19.8436,34.8389,clear sky,76.33,78,0,10.71
435,Chupa,RU,66.27,33.0549,light snow,19.54,91,100,10.96
436,Finschhafen,PG,-6.6024,147.8681,overcast clouds,82.02,79,98,7.43
437,Seydi,TM,39.4816,62.9137,overcast clouds,62.51,25,100,21.99
438,Vestmannaeyjar,IS,63.4427,-20.2734,moderate rain,36.19,76,100,22.44
439,Borujerd,IR,33.8973,48.7516,broken clouds,46.49,65,60,6.85
440,Miyang,CN,24.4042,103.4428,overcast clouds,45.45,96,86,3.47
441,Tamiahua,MX,21.2667,-97.45,overcast clouds,76.96,66,100,7.63
442,Karpogory,RU,64.0019,44.4451,light snow,22.55,96,100,5.21
443,Lufilufi,WS,-13.8745,-171.5986,broken clouds,85.78,76,77,9.13
444,San Quintin,MX,30.4833,-115.95,clear sky,70.66,52,0,9.89
445,Prince Rupert,CA,54.3161,-130.3201,moderate rain,44.29,91,90,17.27
446,Paamiut,GL,61.994,-49.6678,overcast clouds,34.9,83,100,52.61
447,Jiwani,PK,25.05,61.7417,clear sky,74.88,59,0,5.17
448,Ipixuna,BR,-1.7625,-48.8043,overcast clouds,84.15,78,100,5.79
449,Srednekolymsk,RU,67.45,153.6833,overcast clouds,-34.83,100,94,3.76
450,Abay,KZ,49.6311,72.8539,scattered clouds,25.18,78,45,7.36
451,Lurgan,GB,54.4608,-6.3294,scattered clouds,40.6,87,49,8.55
452,Wajima,JP,37.4,136.9,overcast clouds,42.98,64,100,24.72
453,Gazimurskiy Zavod,RU,51.5461,118.3266,light snow,14.04,71,100,16.13
454,Kahului,US,20.8947,-156.47,few clouds,85.26,73,20,14.97
455,Methven,NZ,-43.6333,171.65,overcast clouds,58.01,84,100,1.99
456,Bridlington,GB,54.0831,-0.1919,moderate rain,38.89,63,88,33.76
457,Brae,GB,60.3964,-1.353,overcast clouds,35.51,60,99,31.05
458,Ambon,ID,-3.6954,128.1814,very heavy rain,77.14,88,40,8.05
459,Kyaikkami,MM,16.08,97.5675,overcast clouds,75.45,67,100,8.08
460,Balotra,IN,25.8333,72.2333,overcast clouds,70.59,44,100,4.14
461,Mastic Beach,US,40.7668,-72.8521,clear sky,48.54,56,1,1.01
462,High Rock,BS,26.6208,-78.2833,scattered clouds,73.42,70,32,11.05
463,Gornyye Klyuchi,RU,45.25,133.5,clear sky,4.39,90,7,4.72
464,Khargone,IN,21.8167,75.6,overcast clouds,58.6,81,100,8.97
465,Baghdad,IQ,33.3406,44.4009,broken clouds,60.71,51,65,4.61
466,Mednogorsk,RU,51.4128,57.595,light rain,34.84,100,91,9.62
467,Hami,CN,42.8,93.45,broken clouds,25.59,59,57,3.42
468,Scarborough,GB,54.2797,-0.4044,light rain,38.53,88,63,8.01
469,Lavrentiya,RU,65.5833,-171.0,clear sky,-11.15,84,1,6.8
470,Kalmunai,LK,7.4167,81.8167,overcast clouds,76.5,84,100,3.27
471,Krasnokamensk,RU,50.0979,118.0369,few clouds,16.09,62,21,23.76
472,Coihaique,CL,-45.5752,-72.0662,light intensity shower rain,50.61,66,75,14.97
473,Carndonagh,IE,55.25,-7.2667,overcast clouds,38.82,74,93,7.78
474,Cerro Largo,BR,-28.1486,-54.7381,clear sky,87.35,41,1,6.26
475,Salinopolis,BR,-0.6136,-47.3561,overcast clouds,82.4,76,100,12.06
476,Montepuez,MZ,-13.1256,38.9997,broken clouds,71.01,87,82,5.84
477,Sitka,US,57.0531,-135.33,moderate rain,39.09,87,90,25.32
478,Tatarsk,RU,55.219,75.9828,overcast clouds,19.31,80,96,10.49
479,Ayan,RU,56.45,138.1667,overcast clouds,5.47,66,100,10.33
480,Aswan,EG,24.0934,32.907,clear sky,69.1,37,0,12.66
481,Virginia Beach,US,36.8529,-75.978,broken clouds,62.02,63,75,1.01
482,Evensk,RU,61.95,159.2333,overcast clouds,-4.0,78,100,13.89
483,Riyadh,SA,24.6877,46.7219,clear sky,64.54,29,1,9.04
484,Nykoping,SE,58.753,17.0079,overcast clouds,25.09,86,90,10.36
485,Bathsheba,BB,13.2167,-59.5167,scattered clouds,83.01,74,40,23.02
486,Suez,EG,29.9737,32.5263,broken clouds,61.38,67,71,9.86
487,Rio Gallegos,AR,-51.6226,-69.2181,broken clouds,60.85,16,75,21.85
488,Burnie,AU,-41.0667,145.9167,clear sky,63.54,75,0,7.83
489,Vermilion,US,40.1667,-87.7506,overcast clouds,51.57,86,90,10.36
490,Onega,RU,63.9061,38.1404,overcast clouds,15.28,96,99,2.19
491,Kuching,MY,1.55,110.3333,few clouds,73.62,100,20,2.3
492,Sioux Lookout,CA,50.1001,-91.917,snow,32.38,100,90,5.75
493,Qasigiannguit,GL,68.8193,-51.1922,moderate rain,35.85,70,100,16.11
494,Omboue,GA,-1.5746,9.2618,overcast clouds,77.65,89,100,6.15
495,Bubaque,GW,11.2833,-15.8333,broken clouds,82.45,63,64,14.14
496,Bealanana,MG,-14.55,48.7333,few clouds,62.74,95,17,3.13
497,Lubango,AO,-14.9172,13.4925,light rain,62.2,86,100,5.44
498,Shieli,KZ,44.1667,66.75,overcast clouds,49.93,34,100,16.31
499,Guerrero Negro,MX,27.9769,-114.0611,clear sky,76.1,43,0,8.52
500,Ukiah,US,39.1502,-123.2078,clear sky,81.05,33,1,0.0
501,Kota Kinabalu,MY,5.9749,116.0724,few clouds,78.78,83,20,4.61
502,Katakwi,UG,1.8911,33.9661,overcast clouds,72.18,44,94,2.24
503,San Francisco,US,37.7749,-122.4194,clear sky,74.95,59,1,5.99
504,Vao,NC,-22.6667,167.4833,overcast clouds,76.53,79,99,18.23
505,Knysna,ZA,-34.0363,23.0471,light rain,62.98,93,43,4.43
506,Kholuy,RU,56.575,41.8692,overcast clouds,24.03,88,100,9.95
507,Alyangula,AU,-13.8483,136.4192,scattered clouds,75.07,100,27,0.0
508,Shar,KZ,49.5886,81.0453,clear sky,21.47,70,9,14.85
509,Tuatapere,NZ,-46.1333,167.6833,scattered clouds,60.82,62,34,1.43
510,Santa Cruz,BO,-17.8,-63.1667,scattered clouds,81.86,74,40,16.11
511,Naze,JP,28.3667,129.4833,overcast clouds,57.67,61,89,15.7
512,Pervomayskoye,RU,43.919,46.7102,overcast clouds,41.34,75,100,7.43
513,Torbay,CA,47.6666,-52.7314,broken clouds,41.68,75,75,13.8
514,Hope,US,33.6671,-93.5916,clear sky,75.25,51,6,9.69
515,Soyo,AO,-6.1349,12.3689,overcast clouds,77.95,90,100,5.3
516,Yavaros,MX,26.7,-109.5167,clear sky,87.46,40,1,8.97
517,Tura,IN,25.5198,90.2201,scattered clouds,62.69,68,44,3.67
518,San Antero,CO,9.3741,-75.7589,broken clouds,85.62,81,76,7.58
519,Dahuk,IQ,36.8695,42.994,overcast clouds,51.91,79,86,3.0
520,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,clear sky,88.29,29,1,9.75
521,San Juan,AR,-31.5375,-68.5364,clear sky,88.72,24,0,16.28
522,Rudbar,AF,30.15,62.6,clear sky,61.02,28,0,7.52
523,Manzanillo,CU,20.3433,-77.1167,clear sky,85.87,51,4,14.12
524,Somerville,US,42.3876,-71.0995,broken clouds,47.1,55,75,1.01
525,Cao Bang,VN,22.6667,106.25,overcast clouds,50.45,72,100,1.43
526,Ponta Do Sol,PT,32.6667,-17.1,scattered clouds,66.7,72,29,6.87
527,Tevriz,RU,57.509,72.4042,light rain,34.2,78,100,8.99
528,Talcahuano,CL,-36.7167,-73.1167,clear sky,62.28,55,0,11.5
529,Aykhal,RU,66.0,111.5,overcast clouds,-13.86,99,100,4.61
530,Maldonado,UY,-34.6667,-54.9167,overcast clouds,67.39,64,99,11.63
531,Grand Gaube,MU,-20.0064,57.6608,clear sky,77.4,75,7,3.0
532,Andenes,NO,69.3143,16.1194,scattered clouds,31.98,69,40,24.16
533,Baiyin,CN,36.5583,104.2081,clear sky,13.08,32,0,1.66
534,Fort Nelson,CA,58.8053,-122.7002,few clouds,-6.21,71,20,2.3
535,Nalut,LY,30.3333,10.85,clear sky,54.21,33,2,8.84
536,Tres Arroyos,AR,-38.3739,-60.2798,clear sky,78.67,26,0,12.62
537,Ongandjera,NA,-17.8833,15.0667,overcast clouds,79.75,42,99,12.28
538,Touros,BR,-5.1989,-35.4608,overcast clouds,83.3,75,94,11.52
539,Innisfail,AU,-17.5333,146.0333,scattered clouds,79.92,82,49,4.47
540,Buala,SB,-8.145,159.5921,overcast clouds,83.03,72,100,3.96
541,Viedma,AR,-40.8135,-62.9967,overcast clouds,71.26,53,93,23.17
542,Oranjemund,NA,-28.55,16.4333,clear sky,61.65,87,4,9.78
543,Gelemso,ET,8.8167,40.5167,overcast clouds,60.46,32,100,2.24
544,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,overcast clouds,82.06,85,100,1.83
545,Bonavista,CA,48.6499,-53.1147,broken clouds,39.11,70,67,15.48
546,Sankt Augustin,DE,50.7667,7.1833,light rain,44.82,92,75,3.0
547,Coracora,PE,-15.0333,-73.7833,heavy intensity rain,57.22,54,100,11.77
548,Gornopravdinsk,RU,60.05,69.9,overcast clouds,34.48,94,100,10.71
549,Charleston,US,32.7766,-79.9309,clear sky,70.32,52,1,1.99
550,Kiruna,SE,67.8557,20.2251,snow,20.32,93,90,18.41
551,Berlevag,NO,70.8578,29.0864,light shower snow,32.0,80,75,32.21
552,Hays,US,30.0502,-98.0336,scattered clouds,76.96,70,50,3.0
553,Muriwai Beach,NZ,-36.8167,174.45,overcast clouds,69.35,87,100,10.22
554,Blagoveshchenka,RU,52.8333,79.8667,clear sky,14.58,87,6,7.54
555,College,US,64.8569,-147.8028,mist,-2.25,78,90,0.0
556,Eureka,US,40.8021,-124.1637,broken clouds,63.21,75,83,4.0
557,Bukachacha,RU,52.9833,116.9167,few clouds,11.86,58,21,11.99
558,Potosi,BO,-19.5836,-65.7531,scattered clouds,60.08,45,26,10.69
559,Inhambane,MZ,-23.865,35.3833,few clouds,73.02,86,23,10.07
560,Waingapu,ID,-9.6567,120.2641,overcast clouds,78.08,76,100,4.68
561,Sladkovo,RU,55.5284,70.3385,overcast clouds,28.02,76,100,14.05
562,West Bay,KY,19.3667,-81.4167,few clouds,84.27,72,20,3.0
563,Shadegan,IR,30.6497,48.6647,overcast clouds,69.71,69,100,11.48
564,Mikhaylovka,RU,50.06,43.2379,overcast clouds,28.78,89,100,9.8
565,San Cristobal,VE,7.7669,-72.225,scattered clouds,78.98,64,26,1.63
566,Sanchursk,RU,56.9413,47.2499,few clouds,26.04,84,12,11.41
567,Bay Roberts,CA,47.5999,-53.2648,broken clouds,42.44,75,61,3.0
568,Laguna,US,38.421,-121.4238,clear sky,78.96,68,1,1.01
569,Berdigestyakh,RU,62.0989,126.6992,overcast clouds,-17.3,98,94,4.59
570,Jumla,NP,29.2747,82.1838,overcast clouds,49.46,47,100,2.51
571,Bowen,AU,-20.0167,148.2333,clear sky,75.42,76,0,4.85
572,Minsk,BY,53.9,27.5667,overcast clouds,24.55,93,100,7.38
573,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,overcast clouds,80.8,72,99,2.48
574,Sembe,CG,1.6481,14.5806,light rain,70.39,97,100,0.38
575,Leon,MX,21.1167,-101.6667,overcast clouds,78.15,50,100,6.22
576,Bima,ID,-8.4667,118.7167,moderate rain,75.36,93,100,2.08
577,Veraval,IN,20.9,70.3667,overcast clouds,71.08,81,100,18.01
578,Birao,CF,10.2849,22.7882,clear sky,76.28,25,6,5.97
579,Khash,IR,28.2211,61.2158,clear sky,51.71,41,0,2.82
580,Chapais,CA,49.7834,-74.8492,overcast clouds,11.98,90,100,4.61
581,Jerantut,MY,3.936,102.3626,overcast clouds,73.38,98,88,0.56
582,Sinazongwe,ZM,-17.2614,27.4618,clear sky,82.06,40,5,4.41
583,Muyezerskiy,RU,63.9333,31.65,light snow,17.46,95,100,6.53
584,Newport,GB,51.5877,-2.9984,few clouds,44.85,73,19,1.99
585,Meridian,US,43.6121,-116.3915,clear sky,63.79,64,1,0.0
586,Bosobolo,CD,4.1833,19.9,overcast clouds,76.77,69,94,0.96
587,Nueva Gerona,CU,21.8833,-82.8,few clouds,79.02,61,20,8.32
588,Port-Cartier,CA,50.0334,-66.8654,snow,25.75,94,100,7.45
589,Bulawayo,ZW,-20.15,28.5833,clear sky,73.6,36,8,11.83
590,Foz,ES,43.5692,-7.2544,overcast clouds,54.41,88,100,9.1
591,Pandamatenga,BW,-18.5278,25.627,few clouds,79.39,27,19,7.29
592,Abbeyfeale,IE,52.3814,-9.3025,few clouds,40.39,76,24,12.62
593,Kloulklubed,PW,7.0419,134.2556,heavy intensity rain,82.42,80,100,19.62
594,Lugovoy,KZ,42.9472,72.7644,scattered clouds,35.35,60,31,8.93
595,Los Llanos De Aridane,ES,28.6585,-17.9182,broken clouds,62.35,87,75,1.01
596,Ambunti,PG,-4.2365,142.8448,overcast clouds,73.9,99,100,0.72
597,Seminole,US,28.7086,-81.2081,broken clouds,80.19,63,53,4.0
598,Sao Joao Da Barra,BR,-21.6403,-41.0511,few clouds,77.09,87,20,11.16
599,Galich,RU,58.3797,42.3475,overcast clouds,21.29,93,100,8.43
600,Todos Santos,MX,23.45,-110.2167,overcast clouds,84.0,61,96,8.55
601,Thionville,FR,49.3333,6.3333,broken clouds,43.0,92,79,11.01
602,Luderitz,NA,-26.6481,15.1594,clear sky,63.07,68,0,18.72
603,Samarai,PG,-10.6167,150.6667,overcast clouds,83.25,80,100,10.71
604,Preeceville,CA,51.95,-102.6677,overcast clouds,36.25,83,100,20.49
605,Shimoda,JP,34.6667,138.95,clear sky,43.11,60,0,15.82
606,Shetpe,KZ,44.1667,52.1167,overcast clouds,39.92,89,100,19.3
607,Lorengau,PG,-2.0226,147.2712,overcast clouds,82.4,73,100,3.44
608,Sulangan,PH,11.1373,123.7228,overcast clouds,81.82,81,100,13.15
609,Douglas,US,41.3,-96.167,clear sky,67.14,36,1,8.01
610,Kotelnikovo,RU,47.6317,43.1461,light rain,34.7,97,100,14.79
611,Tucupita,VE,9.0622,-62.051,overcast clouds,78.93,88,100,5.12
612,Teknaf,BD,20.8624,92.3058,few clouds,69.8,80,22,4.72
613,Nikel,RU,69.4128,30.222,overcast clouds,30.38,74,100,27.51
614,Dovers,VC,12.8833,-61.1833,overcast clouds,81.99,77,100,21.56
615,Zyryanka,RU,65.75,150.85,few clouds,-39.89,99,22,4.94
616,Agadez,NE,19.75,10.25,scattered clouds,69.03,16,45,8.72
617,Kununurra,AU,-15.7667,128.7333,overcast clouds,76.98,83,100,0.0
618,Odienne,CI,9.51,-7.5692,broken clouds,82.54,37,77,1.43
619,Colesberg,ZA,-30.72,25.0972,scattered clouds,72.28,16,35,6.26
620,Vredendal,ZA,-31.6683,18.5012,overcast clouds,62.65,73,85,12.68
621,Azare,NG,11.6765,10.1948,few clouds,77.09,20,11,11.95
622,Kashan,IR,33.9831,51.4364,overcast clouds,58.6,43,100,3.56
623,Norden,DE,53.6,7.2,overcast clouds,41.97,74,100,34.16
624,Polohy,UA,47.4844,36.2536,broken clouds,33.04,91,62,10.18
625,General Roca,AR,-39.0333,-67.5833,overcast clouds,86.4,9,96,14.36
626,Kurchum,KZ,48.5722,83.6542,few clouds,8.76,80,13,2.42
627,Griffith,US,41.5284,-87.4237,overcast clouds,47.39,83,90,4.0
628,Anna,RU,51.4842,40.4299,overcast clouds,30.76,86,98,12.59
629,Ulladulla,AU,-35.35,150.4667,clear sky,69.87,83,3,1.05
630,Faya,SA,18.3851,42.4509,clear sky,53.71,42,1,2.57
631,Malaya Vishera,RU,58.8454,32.2222,overcast clouds,16.29,96,97,6.31
632,Escarcega,MX,18.6089,-90.7454,broken clouds,84.92,50,81,2.33
633,Key Largo,US,25.0865,-80.4473,clear sky,80.6,68,4,7.65
634,Denpasar,ID,-8.65,115.2167,scattered clouds,76.71,94,40,3.44
635,Agvali,RU,42.5385,46.1197,overcast clouds,36.73,95,100,1.95
636,Boguchany,RU,58.3814,97.4531,light snow,14.85,96,100,3.65
637,Waipawa,NZ,-41.4122,175.5153,overcast clouds,64.92,69,99,10.04
638,Hengyang,CN,26.8881,112.615,clear sky,44.49,56,0,3.58
639,Saint-Augustin,CA,51.226,-58.6502,scattered clouds,14.23,90,47,4.25
640,Malakal,SS,9.5334,31.6605,broken clouds,82.56,46,69,3.53
641,Butembo,CD,0.15,29.2833,overcast clouds,57.74,96,98,3.13
642,Kattivakkam,IN,13.2167,80.3167,scattered clouds,80.08,82,47,12.03
643,Qinhuangdao,CN,39.9317,119.5883,clear sky,33.4,44,0,13.6
644,Chimbarongo,CL,-34.7,-71.05,clear sky,77.72,17,0,10.96
645,Svetlaya,RU,46.5389,138.3297,overcast clouds,17.91,56,100,18.23
646,Kushmurun,KZ,52.4503,64.6311,overcast clouds,37.4,72,100,22.41
647,Milan,IT,45.4643,9.1895,broken clouds,44.87,73,75,4.0
648,Marsh Harbour,BS,26.5412,-77.0636,broken clouds,75.33,70,60,16.58
649,La Libertad,EC,-2.2333,-80.9,broken clouds,76.66,73,75,11.5
650,Dvinskoy,RU,62.1535,45.1175,light snow,21.83,96,99,6.69
651,Yumen,CN,40.2833,97.2,clear sky,24.28,35,2,4.81
652,Carolina,PR,18.3808,-65.9574,scattered clouds,85.75,76,40,12.66
653,Shimanovsk,RU,52.0,127.7,overcast clouds,3.42,79,100,3.91
654,Shizunai,JP,42.3339,142.3669,light snow,32.9,72,100,32.48
655,Darhan,MN,49.4867,105.9228,scattered clouds,10.81,91,50,4.03
656,Byron Bay,AU,-28.65,153.6167,overcast clouds,71.87,87,86,9.82
657,Sorong,ID,-0.8833,131.25,heavy intensity rain,79.79,81,100,7.0
658,Port Hawkesbury,CA,45.6169,-61.3485,overcast clouds,34.72,87,90,1.99
659,Balkanabat,TM,39.5108,54.3671,overcast clouds,66.22,35,100,2.84
660,Marck,FR,50.949,1.9433,overcast clouds,46.35,76,99,21.61
661,Cherdyn,RU,60.403,56.4787,snow,31.96,100,100,1.88
662,Peniche,PT,39.3558,-9.3811,overcast clouds,56.68,74,100,20.4
663,Maraa,BR,-1.8333,-65.3667,overcast clouds,78.84,92,88,2.46
664,Abu Dhabi,AE,24.4667,54.3667,clear sky,75.22,74,0,4.61
665,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,moderate rain,40.78,100,90,4.47
666,Sassandra,CI,4.95,-6.0833,broken clouds,79.83,82,63,5.88
667,Mwingi,KE,-0.9344,38.0601,overcast clouds,66.76,86,92,1.01
668,Kande,TG,9.9578,1.0447,broken clouds,81.01,18,80,4.97
669,Poopo,BO,-18.3667,-66.9667,broken clouds,62.1,24,64,5.1
670,Camopi,GF,3.1655,-52.3158,moderate rain,74.37,98,100,3.4
671,Meulaboh,ID,4.1363,96.1285,broken clouds,75.29,90,63,4.81
672,Havre-Saint-Pierre,CA,50.2334,-63.5986,light snow,26.6,86,90,4.61
673,Sterling,US,39.0062,-77.4286,broken clouds,57.34,47,75,8.01
674,Chumphon,TH,10.3333,98.8333,light rain,71.02,95,100,4.5
675,Lahad Datu,MY,5.0268,118.327,moderate rain,75.31,93,100,4.79
676,Irati,BR,-25.4672,-50.6511,clear sky,79.18,44,3,1.34
677,Kharovsk,RU,59.9642,40.1912,overcast clouds,15.19,96,93,5.57
678,Myre,NO,69.1036,15.9492,light snow,31.95,53,100,32.39
679,Sambava,MG,-14.2667,50.1667,light rain,75.13,85,8,7.4
680,Hay River,CA,60.8156,-115.7999,light snow,4.98,85,90,3.44
681,Kochki,RU,54.3358,80.4806,overcast clouds,13.03,89,100,8.37
682,Mahenge,TZ,-8.6833,36.7167,light rain,64.0,92,51,3.22
683,Grand-Lahou,CI,5.1367,-5.0242,overcast clouds,80.28,83,86,7.45
684,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,moderate rain,87.91,62,77,3.42
685,Sidi Ali,DZ,36.0998,0.4206,clear sky,53.2,81,3,16.02
686,Port Maria,JM,18.3685,-76.8895,scattered clouds,85.96,82,36,10.83
687,Cam Ranh,VN,11.9214,109.1591,few clouds,75.16,60,20,12.66
688,Utevka,RU,52.9035,50.9495,overcast clouds,31.05,87,89,11.01
689,Berbera,SO,10.4396,45.0143,overcast clouds,76.82,44,86,0.78
690,Ardatov,RU,55.2421,43.097,overcast clouds,28.29,68,97,12.35
691,Shahrud,IR,36.4182,54.9763,overcast clouds,51.31,39,100,5.14
